region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,custcat,etapa_vida,tipo_hogar,indice_experiencia,nivel_economico,categoria_empleo,nivel_establecimiento,estado_residencial,segmento_senior,categoria_valor,antiguedad_servicio,etapa_vida_v2,estructura_familiar,situacion_laboral,indice_valor_unificado,indice_fidelizacion,potencial_crecimiento,estabilidad_familiar,score_cliente,categoria_cliente_refinada,etapa_vida_final,indice_economico_v2,indice_estabilidad_v2,indice_potencial_v2,nivel_estabilidad,nivel_potencial,score_cliente_v2,segmento_final,valor_actual,valor_potencial,perfil_cliente_v2,estructura_familiar_v3,indice_economico_v3,indice_estabilidad_v3,indice_potencial_v3,score_cliente_v3,nivel_economico_v3,nivel_estabilidad_v3,nivel_potencial_v3,valor_actual_v3,valor_potencial_v3,categoria_valor_v3,segmento_final_v3,perfil_cliente_v3,estructura_familiar_v4,income_norm,ed_norm,employ_norm,tenure_norm,address_norm,age_norm,indice_economico_v4,indice_estabilidad_v4,indice_potencial_v4,score_cliente_v4,nivel_economico_v4,nivel_estabilidad_v4,nivel_potencial_v4,valor_actual_v4,valor_potencial_v4,categoria_valor_v4,segmento_v4,perfil_cliente_v4,estructura_familiar_final,income_norm_final,ed_norm_final,employ_norm_final,tenure_norm_final,address_norm_final,age_norm_final,indice_economico_final,indice_estabilidad_final,indice_potencial_final,score_cliente_final,nivel_economico_final,nivel_estabilidad_final,nivel_potencial_final,valor_actual_final,valor_potencial_final,categoria_valor_final,perfil_cliente_final
2,5,33,0,10,125.0,4,5,0.0,1,1,1,Inicial_Carrera,Individual,0.3333333333333333,Premium,En_Desarrollo,Nuevo,Establecido,Regular,Premium,Nuevo,Adulto_Joven,Individual,Experiencia_Inicial,Alto,Bajo,Muy_Alto,Estable,0.2214476503903261,Estándar,Adulto_Joven,0.3649640287769785,0.1217816462497313,0.4570203836930456,Básico,Premium,0.2861023467492931,Premium,8.680555555555555,182.1275479616307,Alto_Potencial,Individual,0.2739451476793249,0.1165390797395592,0.4183333333333334,0.2621694795966094,Premium,Transitorio,Superior,6.944444444444445,9.849537037037038,Valor,Valor,Alto_Valor,Individual,0.0699216395418927,0.75,0.1063829787234042,0.056338028169014,0.1818181818181818,0.2542372881355932,0.3419529837251356,0.1165390797395592,0.4390176957954468,0.2712003645449673,Premium,Transitorio,Superior,0.0068936827717359,0.0099201314977281,Emergente,Valor,Alto_Potencial,Individual,0.7483870967741936,0.75,0.13157894736842105,0.056338028169014086,0.24691358024691357,0.2542372881355932,0.7488709677419354,0.14761643284005527,1.5809711375212228,0.7880619314600635,Premium,Nuevo,Superior,1.3834620626987733,3.57067565368111,Premium,Elite
3,7,35,0,14,80.0,2,15,0.0,1,1,3,Inicial_Carrera,Individual,0.8823529411764706,Emergente,Establecido,En_Crecimiento,Establecido,Regular,Alto_Valor,Nuevo,Adulto_Joven,Individual,Experiencia_Media,Medio,Medio,Alto,Estable,0.1602662125618654,Básico,Adulto_Joven,0.1887769784172662,0.2045368579411132,0.3514308553157474,Emergente,Establecido,0.2276117056065013,Alto_Valor,7.777777777777778,108.1144684252598,Regular,Individual,0.1049578059071729,0.1994507859536328,0.3913725490196078,0.2239547718571644,Emergente,Estable,Alto,3.111111111111111,4.328714596949891,Emergente,Emergente,En_Desarrollo,Individual,0.0427968655816757,0.25,0.3191489361702128,0.0845070422535211,0.2545454545454545,0.288135593220339,0.1256781193490054,0.1994507859536328,0.3085573569666401,0.1917630335143833,Emergente,Estable,Alto,0.0045207956600361,0.0059157204202831,Emergente,Emergente,En_Desarrollo,Individual,0.45806451612903226,0.25,0.39473684210526316,0.08450704225352113,0.345679012345679,0.288135593220339,0.39564516129032257,0.2510217902607327,1.0098951363227804,0.5293019739397035,Alto_Valor,En_Proceso,Superior,0.6209677419354838,1.2480800443294682,Alto_Valor,Alto_Potencial
1,41,38,1,8,37.0,2,9,0.0,1,3,1,Media_Carrera,Familia,0.45,Emergente,Establecido,Establecido,Establecido,Regular,Crecimiento,Establecido,Adulto_Joven,Pequeña,Experiencia_Media,Bajo,Alto,Medio,Establecido,0.2788551711822031,Plus,Adulto_Joven,0.1733093525179856,0.3242574683000215,0.2621756279187177,Establecido,Emergente,0.2514618539109464,Emergente,21.069444444444443,46.70049823299256,Regular,Pequeña,0.0868143459915611,0.3218318031983,0.2829166666666667,0.2279011522164514,Emergente,Consolidado,Moderado,8.427777777777777,10.812136574074074,Valor,Emergente,En_Desarrollo,Pequeña,0.0168776371308016,0.25,0.1914893617021276,0.5633802816901409,0.1454545454545454,0.3389830508474576,0.110126582278481,0.3218318031983,0.2026211082769122,0.2133075758460949,Emergente,Consolidado,Moderado,0.0118856599512687,0.0142939455431973,Valor,Emergente,En_Desarrollo,Familiar,0.18064516129032257,0.25,0.23684210526315788,0.5633802816901409,0.19753086419753085,0.3389830508474576,0.20145161290322577,0.35173287940770026,0.4528981324278438,0.32948401203717725,Emergente,Estable,Moderado,0.35302135393003187,0.5129040658320921,Emergente,En_Desarrollo
2,57,54,1,30,115.0,4,23,0.0,1,3,4,Avanzada_Carrera,Familia,0.6388888888888888,Premium,Experimentado,Maduro,Establecido,Regular,Premium,Leal,Senior,Pequeña,Experiencia_Alta,Muy_Alto,Premium,Muy_Alto,Arraigado,0.4740141078626461,VIP,Adulto_Maduro,0.3613669064748202,0.6327208252740167,0.4938972785735376,Premium,Premium,0.4964145484142423,Premium,91.04166666666666,171.79818703595683,Premium_Plus,Pequeña,0.2697257383966244,0.631547116353829,0.4838888888888889,0.4606121658293253,Premium,Arraigado,Superior,72.83333333333333,108.07657407407407,Premium,Premium,Elite,Pequeña,0.0638939119951778,0.75,0.4893617021276595,0.7887323943661971,0.5454545454545454,0.6101694915254238,0.3383363471971067,0.631547116353829,0.4738034464962429,0.4827140747196228,Premium,Arraigado,Superior,0.0881915968384144,0.1299770793724623,Premium,Premium,Elite,Familiar,0.6838709677419355,0.75,0.6052631578947368,0.7887323943661971,0.7407407407407407,0.6101694915254238,0.7037096774193548,0.7328418856217226,0.9467072250518771,0.7868052145799402,Premium,Arraigado,Alto,2.1407087687414807,4.167333226840949,Premium,Elite
2,9,46,0,3,25.0,1,8,0.0,1,2,1,Media_Carrera,Compartido,0.2857142857142857,Básico,En_Desarrollo,Nuevo,Establecido,Regular,Básico,Nuevo,Adulto,Individual,Experiencia_Media,Muy_Bajo,Bajo,Bajo,Transitorio,0.1005164804326751,Básico,Adulto_Maduro,0.0889928057553957,0.1058607350096711,0.1514544481356444,Básico,Básico,0.1082323059331556,Básico,3.125,28.78636120339111,Regular,Individual,0.0067510548523206,0.1009311575448824,0.1590178571428571,0.0853941314818782,Básico,Transitorio,Básico,0.625,0.7243861607142856,Básico,Base,Regular,Individual,0.0096443640747438,0.0,0.1702127659574468,0.1126760563380281,0.0545454545454545,0.4745762711864407,0.0057866184448462,0.1009311575448824,0.0659621719900243,0.0558795447938963,Básico,Transitorio,Básico,0.0010866889098302,0.0011583692706001,Básico,Básico,Regular,Individual,0.1032258064516129,0.0,0.21052631578947367,0.11267605633802817,0.07407407407407407,0.4745762711864407,0.07225806451612903,0.11680531532273564,0.1757264128062091,0.11889010678546535,Básico,Nuevo,Básico,0.11485688323489324,0.13504027131186264,Básico,Regular
1,29,38,1,12,75.0,5,1,0.0,0,4,2,Media_Carrera,Familia,0.05,Premium,Principiante,En_Crecimiento,Establecido,Regular,Alto_Valor,Reciente,Adulto_Joven,Pequeña,Experiencia_Inicial,Alto,Alto,Muy_Alto,Arraigado,0.3409466044185928,Premium,Adulto_Joven,0.426978417266187,0.2526391575327745,0.4528571879338635,Emergente,Premium,0.3624184675063573,Alto_Valor,30.208333333333336,108.96428909503976,Premium_Plus,Mediana,0.3278481012658227,0.2492745252949029,0.4245833333333333,0.329367919296254,Premium,Estable,Superior,30.208333333333336,43.03428819444445,Alto_Valor,Preferente,Alto_Potencial,Pequeña,0.0397830018083182,1.0,0.0212765957446808,0.3943661971830985,0.2181818181818181,0.3389830508474576,0.423869801084991,0.2492745252949029,0.44594373252755,0.3584464770574675,Premium,Estable,Superior,0.0313781422713496,0.0453710281556157,Alto_Valor,Premium,Alto_Potencial,Familiar,0.4258064516129032,1.0,0.02631578947368421,0.39436619718309857,0.2962962962962963,0.3389830508474576,0.5980645161290322,0.28152815528649483,0.9179779286926996,0.5832508136032444,Premium,Estable,Alto,1.1874602453430259,2.277522541767942,Alto_Valor,Alto_Potencial
3,60,57,0,38,162.0,2,30,0.0,0,1,3,Avanzada_Carrera,Individual,0.7692307692307693,Emergente,Experimentado,Maduro,Establecido,Regular,Premium,Leal,Senior,Individual,Experiencia_Alta,Muy_Alto,Premium,Alto,Establecido,0.432678708097352,VIP,Adulto_Maduro,0.218273381294964,0.7373565441650549,0.3752796710000421,Premium,Establecido,0.457307904384016,Premium,135.0,222.79530670200683,Premium_Plus,Individual,0.1395569620253164,0.7364175770289045,0.3554059829059829,0.4132128835407722,Emergente,Arraigado,Alto,54.0,73.19192307692309,Premium,Premium,Elite,Individual,0.0922242314647378,0.25,0.6382978723404256,0.8309859154929577,0.6909090909090909,0.6610169491525424,0.1553345388788427,0.7364175770289045,0.3162228676210431,0.4199454198873075,Emergente,Arraigado,Alto,0.0957962967679494,0.1260892764393869,Premium,Premium,Elite,Individual,0.9870967741935484,0.25,0.7894736842105263,0.8309859154929577,0.9382716049382716,0.6610169491525424,0.7659677419354838,0.8655977450145971,0.9361864960167167,0.8519038692375432,Premium,Arraigado,Alto,2.2592003634711495,4.374233235548898,Premium,Elite
3,34,48,0,3,49.0,2,6,0.0,1,3,3,Media_Carrera,Compartido,0.2,Emergente,En_Desarrollo,En_Crecimiento,Establecido,Regular,Crecimiento,Reciente,Adulto,Pequeña,Experiencia_Media,Bajo,Medio,Medio,Estable,0.2461832236338589,Estándar,Adulto_Maduro,0.1776258992805755,0.2362389856006877,0.2227083615365772,Emergente,Básico,0.2100876262598207,Básico,23.13888888888889,59.91270971529229,Regular,Pequeña,0.0918776371308016,0.2332655896695453,0.2173611111111111,0.1790084627134548,Emergente,Estable,Básico,9.255555555555556,11.267353395061727,Valor,Base,Regular,Pequeña,0.0241109101868595,0.25,0.1276595744680851,0.4647887323943662,0.0545454545454545,0.5084745762711864,0.1144665461121157,0.2332655896695453,0.1578105977474454,0.1706549738621535,Emergente,Estable,Básico,0.014008099228281,0.0162187257408016,Valor,Emergente,En_Desarrollo,Familiar,0.25806451612903225,0.25,0.15789473684210525,0.4647887323943662,0.07407407407407407,0.5084745762711864,0.25564516129032255,0.24712406995579717,0.3651160158460668,0.2855040356899619,Emergente,En_Proceso,Básico,0.47251249432076325,0.6450343736846476,Valor,Regular
2,1,24,0,3,20.0,1,3,0.0,0,1,1,Joven,Individual,0.5,Básico,Principiante,Nuevo,Establecido,Regular,Básico,Nuevo,Joven,Individual,Experiencia_Inicial,Muy_Bajo,Bajo,Bajo,Transitorio,0.0553458084596152,Básico,Joven,0.0871942446043165,0.0401396948205458,0.1622492006394884,Básico,Básico,0.0833834158978426,Básico,0.2777777777777778,23.244984012789768,Regular,Individual,0.0046413502109704,0.0345841392649903,0.2438888888888888,0.0868955879832529,Básico,Transitorio,Básico,0.0555555555555555,0.0691049382716049,Básico,Base,Regular,Individual,0.0066305003013863,0.0,0.0638297872340425,0.0,0.0545454545454545,0.1016949152542373,0.0039783001808318,0.0345841392649903,0.0764429660902874,0.0307135689963863,Básico,Transitorio,Básico,0.0,0.0,Básico,Básico,Regular,Individual,0.07096774193548387,0.0,0.07894736842105263,0.0,0.07407407407407407,0.1016949152542373,0.04967741935483871,0.04541910331384016,0.43440294284097336,0.16360466578632962,Básico,Nuevo,Moderado,0.07096774193548387,0.10179633787903682,Básico,Regular
1,26,29,1,3,77.0,4,2,0.0,0,4,4,Inicial_Carrera,Familia,0.1818181818181818,Premium,Principiante,Nuevo,Establecido,Regular,Alto_Valor,Reciente,Joven,Pequeña,Experiencia_Inicial,Medio,Medio,Muy_Alto,Estable,0.2910538803000153,Plus,Joven,0.3476978417266188,0.1747732645604986,0.4178179525345241,Emergente,Premium,0.2925520330217517,Alto_Valor,27.805555555555554,109.17198234515836,Alto_Potencial,Mediana,0.2536919831223628,0.1711738905385894,0.3870454545454546,0.2648166921449696,Premium,Estable,Alto,22.244444444444444,30.85405555555556,Alto_Valor,Valor,Alto_Valor,Pequeña,0.0409885473176612,0.75,0.0425531914893617,0.352112676056338,0.0545454545454545,0.1864406779661017,0.3245931283905968,0.1711738905385894,0.3869501406077676,0.275696835693228,Premium,Estable,Superior,0.0252570273964461,0.0350302376988352,Alto_Valor,Valor,Valor,Familiar,0.43870967741935485,0.75,0.05263157894736842,0.352112676056338,0.07407407407407407,0.1864406779661017,0.5320967741935483,0.18100101584163855,1.297691001697793,0.6388915270216533,Alto_Valor,En_Proceso,Superior,1.0380736029077693,2.385172376501189,Alto_Valor,Alto_Potencial
3,6,30,0,7,16.0,3,1,0.0,1,1,2,Inicial_Carrera,Individual,0.0833333333333333,Emergente,Principiante,Nuevo,Establecido,Regular,Básico,Nuevo,Joven,Individual,Experiencia_Inicial,Muy_Bajo,Bajo,Bajo,Estable,0.1509645900301035,Básico,Joven,0.2457553956834532,0.0884977433913604,0.2737851257455574,Básico,Emergente,0.1884582807790369,Básico,1.3333333333333333,20.38056201192892,Regular,Individual,0.1529535864978903,0.0833334241425341,0.2809722222222222,0.1669921203908151,Emergente,Transitorio,Moderado,0.7999999999999999,1.0247777777777776,Básico,Base,Regular,Individual,0.0042194092827004,0.5,0.0212765957446808,0.0704225352112676,0.1272727272727272,0.2033898305084746,0.2025316455696202,0.0833334241425341,0.2195889323384896,0.1582638143525597,Emergente,Transitorio,Moderado,0.0004457122481725,0.0005435857248789,Básico,Básico,Regular,Individual,0.04516129032258064,0.5,0.02631578947368421,0.07042253521126761,0.1728395061728395,0.2033898305084746,0.18161290322580645,0.10256797444837969,0.31469439728353144,0.19387162637102456,Emergente,Nuevo,Básico,0.07251249432076329,0.09533177001656139,Básico,Regular
